SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22022,1630695,0022201213,"APR 08, 2023",UTA vs. DEN,W,21,4,7,0.571,2,4,0.5,0,0,0.0,2,8,10,1,1,0,1,2,10,-9,1
22022,1630695,0022201200,"APR 06, 2023",UTA vs. OKC,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,0,2,1
22022,1630695,0022201143,"MAR 29, 2023",UTA @ SAS,W,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,3,-1,1
22022,1630695,0022201102,"MAR 24, 2023",UTA vs. MIL,L,10,3,5,0.6,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,1,7,3,1
22022,1630695,0022200461,"DEC 20, 2022",UTA @ DET,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-6,1
22022,1630695,0022200101,"OCT 31, 2022",UTA vs. MEM,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1,1
22022,1630695,0022200078,"OCT 28, 2022",UTA @ DEN,L,8,2,2,1.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,4,9,1
22021,1630695,0022100567,"JAN 05, 2022",DET @ CHA,L,16,3,6,0.5,0,0,0.0,2,2,1.0,3,3,6,0,1,0,0,2,8,-28,1
22021,1630695,0022100556,"JAN 03, 2022",DET @ MIL,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1
22021,1630695,0022100540,"JAN 01, 2022",DET vs. SAS,W,13,2,5,0.4,0,2,0.0,0,0,0.0,1,1,2,0,0,1,1,2,4,-13,1
